1670106149.561166,0
1670106149.664881,20
1670106149.769406,19
1670106149.873076,8
1670106149.978545,12
1670106150.082360,13
1670106150.186531,13
1670106150.290480,14
1670106150.396677,14
1670106150.500487,15
1670106150.604630,17
1670106150.708671,17
1670106150.812913,17
1670106150.916943,16
1670106151.021170,16
1670106151.124999,18
1670106151.229945,18
1670106151.333435,19
1670106151.436870,19
1670106151.540488,18
1670106151.645225,9
1670106151.750050,10
1670106151.855617,12
1670106151.960949,14
1670106152.065158,14
1670106152.170646,13
1670106152.274263,15
1670106152.379124,15
1670106152.484628,15
1670106152.589731,17
1670106152.694617,17
1670106152.799077,18
1670106152.903777,18
1670106153.007215,18
1670106153.112856,19
1670106153.215904,15
1670106153.319466,13
1670106153.423406,13
1670106153.527813,11
1670106153.631679,13
1670106153.737472,13
1670106153.841594,14
1670106153.946527,14
1670106154.050871,15
1670106154.154693,15
1670106154.258167,15
1670106154.363219,17
1670106154.466730,17
1670106154.570363,9
1670106154.674333,10
1670106154.778234,9
1670106154.883181,10
1670106154.986855,12
1670106155.090705,12
1670106155.194032,12
1670106155.298696,13
1670106155.402283,15
1670106155.506311,15
1670106155.610616,15
1670106155.714568,18
1670106155.819052,19
1670106155.923752,20
1670106156.026996,17
1670106156.132510,17
1670106156.236410,19
1670106156.339719,18
1670106156.447517,19
1670106156.550987,11
1670106156.655468,11
1670106156.759303,13
1670106156.862672,13
1670106156.965618,15
1670106157.068951,15
1670106157.171991,18
1670106157.276179,15
1670106157.383971,16
1670106157.492701,15
1670106157.596847,17
1670106157.707083,17
1670106157.810608,18
1670106157.914325,19
1670106158.019408,18
1670106158.123588,18
1670106158.227434,19
1670106158.331396,18
1670106158.435174,10
1670106158.539282,10
1670106158.644283,12
1670106158.747743,13
1670106158.852450,13
1670106158.956290,13
1670106159.060723,14
1670106159.165008,15
1670106159.269977,19
1670106159.373345,18
1670106159.477038,18
1670106159.582418,9
1670106159.686854,10
1670106159.790599,9
1670106159.893717,10
1670106159.999731,13
1670106160.103857,13
1670106160.207165,14
1670106160.310386,15
1670106160.415937,15
1670106160.523684,16
1670106160.626992,19
1670106160.731705,18
1670106160.835771,18
1670106160.939455,18
1670106161.043279,18
1670106161.148820,19
1670106161.253168,19
1670106161.356843,19
1670106161.460277,19
1670106161.564498,11
1670106161.668136,11
1670106161.772198,11
1670106161.875634,13
1670106161.979937,15
1670106162.084188,13
1670106162.187712,15
1670106162.290853,15
1670106162.393921,15
1670106162.497342,16
1670106162.601452,17
1670106162.704964,17
1670106162.808488,17
1670106162.912158,18
1670106163.016268,18
1670106163.121239,20
1670106163.224986,14
1670106163.327812,9
1670106163.434134,12
1670106163.539492,15
1670106163.642545,13
1670106163.747615,13
1670106163.852320,14
1670106163.956655,15
1670106164.060146,15
1670106164.164829,17
1670106164.269565,16
1670106164.373761,17
1670106164.478074,16
1670106164.582182,18
1670106164.686829,19
1670106164.790064,20
1670106164.894368,9
1670106164.999043,10
1670106165.103112,10
1670106165.206182,12
1670106165.309996,12
1670106165.413955,13
1670106165.518351,13
1670106165.622429,14
1670106165.726145,16
1670106165.830032,19
1670106165.933475,19
1670106166.037634,17
1670106166.141166,17
1670106166.245484,17
1670106166.349353,18
1670106166.453129,19
1670106166.556325,19
1670106166.661537,9
1670106166.765642,11
1670106166.868698,12
1670106166.972733,12
1670106167.077086,13
1670106167.180166,18
1670106167.283589,14
1670106167.387354,16
1670106167.517069,15
1670106167.620583,16
1670106167.723565,16
1670106167.827407,16
1670106167.932796,16
1670106168.037152,18
1670106168.141260,19
1670106168.244453,19
1670106168.349254,18
1670106168.453498,11
1670106168.556238,11
1670106168.663026,10
1670106168.767114,11
1670106168.871796,12
1670106168.975652,13
1670106169.079395,14
1670106169.192157,15
1670106169.296383,15
1670106169.400517,16
1670106169.503448,18
1670106169.607642,18
1670106169.714408,19
1670106169.820671,10
1670106169.924432,9
1670106170.027560,11
1670106170.132475,10
1670106170.236652,11
1670106170.339873,13
1670106170.443391,13
1670106170.547599,13
1670106170.651782,15
1670106170.756217,16
1670106170.859178,16
1670106170.964092,19
1670106171.067716,19
1670106171.172309,20
1670106171.275560,8
1670106171.379533,9
1670106171.485322,10
1670106171.588972,12
1670106171.692730,13
1670106171.797208,13
1670106171.901379,14
1670106172.005392,14
1670106172.108899,15
1670106172.213876,16
1670106172.317799,18
1670106172.421093,17
1670106172.525383,20
1670106172.631647,18
1670106172.735332,19
1670106172.839058,20
1670106172.943077,20
1670106173.048143,20
1670106173.151857,13
1670106173.254848,10
1670106173.358471,12
1670106173.462007,13
1670106173.566128,12
1670106173.672497,15
1670106173.776727,17
1670106173.880481,14
1670106173.983790,15
1670106174.088395,16
1670106174.191378,15
1670106174.295328,16
1670106174.399331,17
1670106174.504103,18
1670106174.608193,18
1670106174.711161,19
1670106174.816105,19
1670106174.920336,10
1670106175.023482,12
1670106175.126512,13
1670106175.234837,12
1670106175.337857,13
1670106175.442302,13
1670106175.545770,13
1670106175.650768,14
1670106175.758272,15
1670106175.861722,17
1670106175.965153,17
1670106176.070033,17
1670106176.173003,18
1670106176.276371,19
1670106176.380113,11
1670106176.483823,10
1670106176.588999,10
1670106176.693362,11
1670106176.797516,11
1670106176.901978,12
1670106177.005501,13
1670106177.109224,13
1670106177.213146,14
1670106177.317205,16
1670106177.420915,17
1670106177.525447,19
1670106177.627984,9
1670106177.731532,9
1670106177.835697,10
1670106177.939790,10
1670106178.043157,11
