1670092765.740719,0
1670092765.842337,16
1670092765.944424,55
1670092766.045938,98
1670092766.148171,100
1670092766.250200,99
1670092766.351818,99
1670092766.453406,99
1670092766.555352,100
1670092766.658925,97
1670092766.761013,99
1670092766.862798,69
1670092766.964474,56
1670092767.066809,48
1670092767.168986,48
1670092767.271465,47
1670092767.373887,48
1670092767.475933,46
1670092767.577600,38
1670092767.679186,49
1670092767.781550,50
1670092767.883793,49
1670092767.986393,52
1670092768.088152,52
1670092768.189964,53
1670092768.291508,54
1670092768.394121,52
1670092768.495855,52
1670092768.597619,52
1670092768.699685,52
1670092768.801918,51
1670092768.903783,51
1670092769.005896,51
1670092769.107859,50
1670092769.209930,51
1670092769.311794,52
1670092769.413938,51
1670092769.515838,52
1670092769.618126,53
1670092769.720457,52
1670092769.822066,56
1670092769.923943,55
1670092770.025617,54
1670092770.127573,57
1670092770.229214,56
1670092770.331604,52
1670092770.433907,57
1670092770.536106,56
1670092770.638169,54
1670092770.740248,55
1670092770.842559,55
1670092770.944885,54
1670092771.046895,55
1670092771.149145,56
1670092771.253112,55
1670092771.354716,55
1670092771.456650,57
1670092771.558642,57
1670092771.660877,60
1670092771.763093,60
1670092771.864629,59
1670092771.965889,60
1670092772.068339,60
1670092772.170839,59
1670092772.272382,57
1670092772.374278,61
1670092772.476163,59
1670092772.578017,58
1670092772.680249,58
1670092772.781900,59
1670092772.885147,58
1670092772.987315,58
1670092773.089218,60
1670092773.191333,59
1670092773.293043,58
1670092773.394761,60
1670092773.496592,60
1670092773.598090,62
1670092773.699648,60
1670092773.801118,62
1670092773.902572,61
1670092774.005301,62
1670092774.106943,62
1670092774.209671,61
1670092774.311178,63
1670092774.413608,60
1670092774.515170,61
1670092774.617519,59
1670092774.719268,61
1670092774.821824,61
1670092774.923396,61
1670092775.025819,61
1670092775.127505,60
1670092775.229164,61
1670092775.330715,61
1670092775.433046,63
1670092775.534486,63
1670092775.636863,65
1670092775.738705,63
1670092775.840662,64
1670092775.942296,65
1670092776.045487,65
1670092776.147190,65
1670092776.249727,63
1670092776.351989,66
1670092776.453503,64
1670092776.555137,63
1670092776.657427,63
1670092776.758984,65
1670092776.861048,64
1670092776.962556,63
1670092777.064841,63
1670092777.166924,64
1670092777.268540,63
1670092777.370076,64
1670092777.471742,66
1670092777.573254,66
1670092777.675743,68
1670092777.776907,67
1670092777.878393,67
1670092777.980082,68
1670092778.081747,70
1670092778.183464,68
1670092778.285227,68
1670092778.386639,69
1670092778.488744,67
1670092778.590844,68
1670092778.693072,68
1670092778.794816,68
1670092778.896831,68
1670092778.998503,68
1670092779.100694,68
1670092779.203114,68
1670092779.305422,68
1670092779.407455,68
1670092779.509695,70
1670092779.611290,70
